HREF,linkText,About,Contact,Team,Investor,Product,Career,News,ECommerce,Resources,Pricing,Social,Portal,Legal,Copyright,Blog,Exclude
https://www.adecco.co.uk/#mainContent,"
                Skip to main content
            ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/,Are you a candidate?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/employers/,Are you an employer?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/recruitment-jobs-with-adecco/,Work for Adecco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/labour-market-outlook/,Labour Market Outlook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://connect.adecco.co.uk/s/connecting?brand=ags,Register,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://connect.adecco.co.uk/s/login/?login=1,Log in,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
javascript:void(0),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javascript:void(0);,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javascript:void(0);,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javascript:void(0);,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/,"
       

        

    ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/,View All Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/,Featured Employers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog/,Resources,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://www.adecco.co.uk/faqs/,FAQs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://www.adecco.co.uk/contact-us/,Contact Us,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/#,"
        
    ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/#,"
        
    ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
javascript:void(0),Search jobs ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
javascript:void(0),Search jobs ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/encirc-jobs/,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/schneider-electric-jobs,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/cazoo-customer-service-and-delivery-jobs/,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/amazon-jobs/,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/serco/,"
                        
                            
                        
                    ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/cambridge-assessment,"
                        
                            
                        
                    ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/uber-driving-jobs/,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/walkers/,"
                        
                            
                        
                    ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/crown-jobs/,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/southern-water-jobs/,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/encirc-jobs/,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/schneider-electric-jobs,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/cazoo-customer-service-and-delivery-jobs/,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/amazon-jobs/,"
                        
                            
                        
                    ",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers,"See all Featured
            Employers",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/defense-and-military-jobs,"
                    
                    Defense & Military
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/policing-jobs,"
                    
                    Police
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/recruitment-jobs/,"
                    
                    Recruitment
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/health-and-safety-jobs,"
                    
                    Health & Safety
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/admin-and-office-jobs,"
                    
                    Admin & Office
                ",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/pharmaceutical-jobs,"
                    
                    Pharmaceutical
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/banking-industry-jobs/,"
                    
                    Banking
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/building-and-construction-jobs/,"
                    
                    Building & Construction
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/jobs-in-london,"
                    
                    London 
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/jobs-in-birmingham,"
                    
                    Birmingham 
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/jobs-in-cardiff,"
                    
                    Cardiff 
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/jobs-in-manchester,"
                    
                    Manchester 
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/jobs-in-chester,"
                    
                    Chester 
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/jobs-in-bristol,"
                    
                    Bristol 
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/jobs-in-Hull,"
                    
                    Hull 
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/jobs-in-glasgow,"
                    
                    Glasgow 
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types/permanent-jobs,"
                    
                    Permanent Jobs
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types/temporary-jobs,"
                    
                    Temp Jobs
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types/contract-jobs,"
                    
                    Contract Jobs
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types/part-time-jobs,"
                    
                    Part Time Jobs
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types/full-time-jobs,"
                    
                    Full Time Jobs
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types/work-from-home-jobs,"
                    
                    Work from Home Jobs
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types/remote-jobs?display=3&isremote=1,"
                    
                    Remote Working Jobs
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types/hybrid-working-jobs,"
                    
                    Hybrid Working Jobs
                ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/industries," More Job
                Sectors
                >>",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-locations,"
                More
                Locations>>",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types,"All Job
                Types>>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/,Read more ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/,Read more ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/,Read more ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/,See all ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog,"
            Head to the blog
            
                
                
            
        ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog,"
                Head to the blog
                
                    
                    
                
            ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/client-blog,"
          Head to the blog
            
                
                
            
        ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.adecco.co.uk/client-blog,"
                Head to the blog
                
                    
                    
                
            ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.adecco.co.uk/job-results/job-search/,Job Search,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types,Search By Job Type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://connect.adecco.co.uk/s/login/?brand=ags,Candidate Registration,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.adecco.co.uk/faqs/,FAQs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-types/temporary-jobs,Temporary Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/,"Featured
                        Employers",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/amazon-jobs/,Amazon Jobs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/serco/,Serco Jobs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/NotFound?item=web%3a%7b91428B90-42D9-4E2D-8061-C61344D99D45%7d%40en-GB,"Atos
                        Jobs",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/southern-water-jobs/,Southern Water Jobs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/encirc-jobs,Encirc Jobs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/cambridge-assessment/,Cambridge University Jobs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/cazoo-customer-service-and-delivery-jobs/,Cazoo Jobs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/uber-driving-jobs/,Uber Jobs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/walkers/,Walkers Jobs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/featured-employers/crown-jobs/,Crown Jobs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/industries,Search By Industry,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/admin-and-office-jobs/,Admin & Office,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/banking-industry-jobs/,Banking,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/customer-service-and-call-centre-jobs/,"Customer
                        Service",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/NotFound?item=web%3a%7b03C4B926-FC70-4ED7-9021-26FE1A504C01%7d%40en-GB,Catering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/engineering-jobs/,Engineering,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/fmcg-jobs,FMCG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/financial-services-industry-jobs/,Financial Services,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/NotFound?item=web%3a%7b4F9BFD6D-93F6-44A2-AF7D-488798C3277B%7d%40en-GB,Human Resources,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/insurance-jobs,Insurance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/it-jobs/,IT & Telecoms,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/legal-jobs,Legal,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
https://www.adecco.co.uk/job-results/manufacturing-and-production-jobs/,Manufacturing,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/marketing-jobs/,Marketing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/pharmaceutical-jobs,Pharmaceutical,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/purchasing-and-procurement-jobs,Procurement,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/public-sector-and-government-jobs/,Public Sector,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/retail-jobs/,Retail,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/job-results/sales-jobs/,Sales,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/social-care-jobs,Social Care,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
https://www.adecco.co.uk/jobs/travel-and-tourism-jobs,Travel and Tourism,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
https://www.adecco.co.uk/jobs/?display=5,All Jobs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch,Popular Branch Locations,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/southend-on-sea-southend-on-sea,Southend-on-Sea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/branches/london-uk?location=london+%20uk&distance=5&latitude=51.5072178&longitude=-0.1275862,London,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/andover-hampshire,Andover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/kettering-northamptonshire,Kettering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/greater-london/romford/,Romford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/maidenhead-berkshire,Maidenhead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/Liverpool-Merseyside,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/aylesbury-buckinghamshire,Aylesbury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/dundee-dundee-city,Dundee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/harlow-essex,Harlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch,View All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog,Candidate Blog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog/2022/September/cv-templates-and-tips,CV Templates & Tips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog/2022/september/cover-letter-examples-and-tips,Cover Letters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog/2022/september/interview-questions-and-answers,Interview Questions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog/2022/September/how-to-write-a-resignation-letter,"Resignation Letter
                        Tips",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog/2022/october/interview-tips-nerves/%3C/a%3E%3C/li%3E%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%3C/ul%3E%20%20%20%20%20%20%3C/div%3E%20%20%20%20%20%20%3Cdiv%20class=,"
                        ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog/2022/october/interview-tips-nerves/%3C/a%3E%3C/li%3E%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%3C/ul%3E%20%20%20%20%20%20%3C/div%3E%20%20%20%20%20%20%3Cdiv%20class=,"
                            ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/candidate-blog/2022/october/interview-tips-nerves/%3C/a%3E%3C/li%3E%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%3C/ul%3E%20%20%20%20%20%20%3C/div%3E%20%20%20%20%20%20%3Cdiv%20class=,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/employers/our-services/,Employer Solutions,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/employers/our-services/,"Services by
                                    Industry",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/employers/our-services/permanent-recruitment/,Permanent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/employers/our-services/temporary/,Temporary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/employers/our-services/managed-service-provider/,"Managed Service
                                    Provider",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/employers/our-services/industrial-outsourcing/,"Industrial
                                    Outsourcing",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/employers/our-services/hr-outsourcing/,HR Outsourcing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/employers/our-services/recruitment-process-outsourcing,Recruitment Process Outsourcing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/client-blog,Employer Blog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.adecco.co.uk/employers/contact-adecco/,Contact Us,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/find-a-branch/,Find a Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/modern-slavery-act-statement/,Modern Slavery Act Statement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/gender-pay-gap,Gender Pay Gap Reporting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.facebook.com/AdeccoUK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.linkedin.com/company/adecco/,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://twitter.com/Adecco_UK,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
https://www.adecco.co.uk/terms-of-use/,Terms,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.adecco.co.uk/privacy-policy/,Privacy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.adecco.co.uk/cookie-policy/,Cookie Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/,Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/-/media/adeccogroup/brands/adecco-global-2016/uk/media/doc/external-complaints-policy-statement-adecco-group.pdf?rev=43343e169de9453eb4bb778817cbf249&hash=1CCCC0BE3958A27CB1DB2BEC7A502197,Complaints Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://adeccogroup.co.uk/candidate-security-and-phishing/," Candidates Security &
                    Phishing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/-/media/adeccogroup/brands/adecco-global-2016/uk/media/doc/adecco-group-uk--ireland-corporate-governance-report-2022.pdf?rev=57f555c8d93744bc8cc8ac7d34d42c53&hash=5CC607763987EFEF085DC9435FFD7E8C,"Corporate
                    Governance UK & Ireland Report",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/sitemap/,Sitemap,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/terms-of-use/,Terms,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.adecco.co.uk/privacy-policy/,Privacy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
https://www.adecco.co.uk/cookie-policy/,Cookie Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/online-security/,Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/-/media/adeccogroup/brands/adecco-global-2016/uk/media/doc/external-complaints-policy-statement-adecco-group.pdf?rev=43343e169de9453eb4bb778817cbf249&hash=1CCCC0BE3958A27CB1DB2BEC7A502197,Complaints Policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://adeccogroup.co.uk/candidate-security-and-phishing/," Candidates Security &
                        Phishing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/-/media/adeccogroup/brands/adecco-global-2016/uk/media/doc/adecco-group-uk--ireland-corporate-governance-report-2022.pdf?rev=57f555c8d93744bc8cc8ac7d34d42c53&hash=5CC607763987EFEF085DC9435FFD7E8C,Corporate Governance UK & Ireland Report,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/sitemap/,Sitemap,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/cookie-policy/,More information,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.onetrust.com/products/cookie-consent/,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
https://www.adecco.co.uk/cookie-policy,Cookie policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
